Barcode,type,Gen,Spec,Artname,Determinator,Year of determination,Collector(s),Vornummer,Collection number,Collection number add,Datum,Collecting year,decimalLatitude,decimalLongitude,MPN_Notes,Status,Loc (+ Hab),Habitat,Notes,Running nr,family,altebestimmungen,Country,Originaltext,Otherspecies,Exsiccate name,Exsiccate number,MTB,MTB-QU,MTB-RAST_UN,GRA-UN,LG,OW,BG,NS,LM,BM,edatum,Ablage Fungi,Etinummer,Higher Taxa,Exs abc,Exsiccate name long,Hoehe,Genus,Species,SpeciesAuthorteam,SpeciesBasionymAuthorteam,Rank,InfraEpi,BasionymAuthorteam,Authorteam,RefYear,Qualifier,QualifierRank,ParseName,BestNotes,Anmerkungen,TypusFk,SpecimenFamilie,HöTax,Fundort,DetermFk
,,Thelotrema,lepadinum,Thelotrema lepadinum (Ach.) Ach.,H. Sipman,1986,Hans-Wilhelm LINDERS,,1151,,17-May,1986,53.403314,7.449327,,Keep,"DEUTSCHLAND, Niedersachsen. Ihlower Forst, Abt. 6/7.  Lindenallee.",,,19420,,,GERMANY,,,,,2510,4,,,,,,,,,,,,,,,,Thelotrema,lepadinum,,,,,,,,,,Thelotrema lepadinum (Ach.) Ach.,,,,THELOTREMATACEAE,LICHENES,"Niedersachsen. Ihlower Forst, Abt. 6/7.  Lindenallee.",2183
,,Thelotrema,lepadinum,Thelotrema lepadinum,H. Sipman,1991,H. Sipman,,25630,,15. sept.,1989,47.67829,12.819813,,Keep,"GERMANY, BAYERN. Berchtesgaden. Unterjettenberg. Alt. 550 m. Near margin of old deciduous forest on mountain slope with pasturefields.",,,38641,,,GERMANY,,,,,,,,,,,,,,,,,,,,,550 m,Thelotrema,lepadinum,,,,,,,,,,Thelotrema lepadinum,,,,THELOTREMATACEAE,LICHENES,BAYERN. Berchtesgaden. Unterjettenberg.,2183
,,Thelotrema,lepadinum,Thelotrema lepadinum (Ach.) Ach.,W. Obermayer,,W. Obermayer,,10466,,5 Sep.,2004,47.540557,10.902493,put near start of Linder river,Keep,"GERMANY, Bayern (=Bavaria), Ammergauer Alpen (Ammergebirge), 15 km ESE of Füssen, uppermost valley of the rivulet Linder, Neualmgrieß. Alt. 1050-1100 m.","Mixed forest with Abies alba, Acer pseudoplatanus, Fagus sylvatica and Picea abies, on Acer pseudoplatanus.",,138522,,,GERMANY,,,"Obermayer, Lichenotheca Graecensis",280,,,,,10,E,47,N,"54,0","32,3",,,0,,,"Obermayer, W.: Lichenotheca Graecensis, Fasc. 14, 2004:",1050-1100 m,Thelotrema,lepadinum,,,,,,,,,,Thelotrema lepadinum (Ach.) Ach.,,,,THELOTREMATACEAE,LICHENES,"Bayern (=Bavaria), Ammergauer Alpen (Ammergebirge), 15 km ESE of Füssen, uppermost valley of the rivulet Linder, Neualmgrieß.",
B 60 0163644,,Thelotrema,lepadinum,Thelotrema lepadinum,H. Sipman,2008,H. Sipman,,56942,,5-Apr,2008,53.421505,9.49653,,Keep,"DEUTSCHLAND, Niedersachsen: Landkr. Stade. Braken NSG & FFH, S of Harsefeld. MTB 2522/4B5. Elev. 50 m.","On Quercus trunk in humid deciduous, mature forest on loamy soil.",,103377,,,GERMANY,,,,,,,,,9,E,53,N,29,25,,,,,,,50 m,Thelotrema,lepadinum,,,,,,,,,,Thelotrema lepadinum,,,,THELOTREMATACEAE,LICHENES,"Niedersachsen: Landkr. Stade. Braken NSG & FFH, S of Harsefeld. MTB 2522/4B5.",2183
,,Thelotrema,lepadinum,Thelotrema lepadinum Ach.,,,,,,,,,,,,Drop,,,,149376,,,GERMANY,,,"Arnold, Lich. Monac. Exs.",516,,,,,,,,,,,,,0,,ab,,,Thelotrema,lepadinum,,,,,,,,,,Thelotrema lepadinum Ach.,,,,THELOTREMATACEAE,LICHENES,,
,,Thelotrema,lepadinum,Thelotrema lepadinum Ach.,,,,,,,,,,,,Drop,,,,150991,,,GERMANY,,,"Brockmüller, Mecklenb. Krypt., fasc. V",243,,,,,,,,,,,,,0,,,,,Thelotrema,lepadinum,,,,,,,,,,Thelotrema lepadinum Ach.,,,,THELOTREMATACEAE,LICHENES,,
,,Thelotrema,lepadinum,Thelotrema lepadinum Ach.,,,H. Sandstede,,,,,,,,,Drop,Oldenburgia: in »Brook« prope Garnholz.,ad truncos Quercuum.,,175480,,,GERMANY,,,Krypt. Exs. Vindob.,255,,,,,,,,,,,,,0,,b,"Krypt. Exs. Vindob., Cent. IV, 1898, lich. dec. 10-12",,Thelotrema,lepadinum,,,,,,,,,,Thelotrema lepadinum Ach.,,,,THELOTREMATACEAE,LICHENES,Oldenburgia: in »Brook« prope Garnholz.,
B 60 0000574,,Usnea,florida,Usnea florida,H. Sipman,2011,,,,,Juli,1858,52.185405,12.59545,put near Bad Belzig,Keep,"DEUTSCHLAND, Brandenburg: ""Landsheide bei Belzig"".",,,136461,,Usnea barbata,GERMANY,thamnolic,,,,,,,,,,,,,,,,0,,,,,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,"DEUTSCHLAND, Brandenburg: ""Landsheide bei Belzig"".",2183
B 60 0184801,,Usnea,florida,Usnea florida,,,Grantzow,,,,Apr.,1872,53.266667,13.6,Boitzenburger Land,Keep,"DEUTSCHLAND, Brandenburg: ""Boitzenburg"".",An Acer rubra.,,136463,,Usnea barbata a. florida,GERMANY,thamnolic,,,,,,,,,,,,,,,,0,,,,,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,"DEUTSCHLAND, Brandenburg: ""Boitzenburg"".",
B 60 0057055,,Usnea,florida,Usnea florida,H. Sipman,2011,C. Schrader,,,,Jun.,1873,51.60761,9.747811,,Keep,"DEUTSCHLAND, Niedersachsen: ""Bramburg bei Adelepsen"".",,,136479,,Usnea barbata Fries,GERMANY,thamnolic,,,,,,,,9,E,51,N,44,36,,,0,,,,,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,"DEUTSCHLAND, Niedersachsen: ""Bramburg bei Adelepsen"".",2183
,,Usnea,florida,Usnea florida,,,Petasch,,,,,1875,51.083333,13.833333,,Keep,"DEUTSCHLAND, Sachsen: Elbhügelland, Dresdener Heide.",,,3956,,Usnea barbata f. florida,GERMANY,,,,,,,,,,,,,,,,,,,,,,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,"Sachsen: Elbhügelland, Dresdener Heide.",
,,Usnea,florida,Usnea florida,,,Th. Reinstein,,,,11 Oct.,1912,,,Cannot find a Döllendorf near Schmalkalden,Drop,"DEUTSCHLAND, Thüringen: Döllendorf  (nahe Schmalkalden).",,,1924,,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,Thüringen: Döllendorf  (nahe Schmalkalden).,
,,Usnea,florida,Usnea florida,,,Th. Reinstein,,,,29 Dec.,1912,50.701782,10.482549,used Mittelstille,Keep,"DEUTSCHLAND, Thüringen: Thüringer Wald, Mittelstiller Wald (bei Schmalkalden).",,,1990,,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,"Thüringen: Thüringer Wald, Mittelstiller Wald (bei Schmalkalden).",
,,Usnea,florida,Usnea florida,,,Th. Reinstein,,,,13 Dec.,1914,50.742215,10.435196,put at Waldhotel Ehrental,Keep,"DEUTSCHLAND: Ehrenthal (verm. nahe Schmalkalden, Thüringen).",,,1933,,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,"Ehrenthal (verm. nahe Schmalkalden, Thüringen).",
,,Usnea,florida,Usnea florida,,,Th. Reinstein,,,,4 Oct.,1914,,,Cannot find Oberdollendorf near Schmalkalden,Drop,"DEUTSCHLAND: Oberdollendorf (verm. nahe Schmalkalden, Thüringen).",,,2013,,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,"Oberdollendorf (verm. nahe Schmalkalden, Thüringen).",
,,Usnea,florida,Usnea florida,,,Th. Reinstein,,,,1 Aug.,1915,50.709771,10.305232,used forest outside of Zillbach,Keep,"DEUTSCHLAND, Thüringen: Thüringer Wald, Zillbacher Forst (Umg. Schmalkalden).",,,1913,,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,"Thüringen: Thüringer Wald, Zillbacher Forst (Umg. Schmalkalden).",
,,Usnea,florida,Usnea florida,,,Th. Reinstein,,,,6. Aug.,1916,,,"can find Mittelstille, but not Thalchen near Mittelstille",Drop,"DEUTSCHLAND, Thüringen: Thüringer Wald, Thälchen bei Mittelstille (bei Schmalkalden).",,,2023,,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,"Thüringen: Thüringer Wald, Thälchen bei Mittelstille (bei Schmalkalden).",
,,Usnea,florida,Usnea florida (L.) Hoffm.,,,Mixe in herb. V. J. Grummann,,331,,17 Apr.,1922,47.46491,11.122195,,Keep,"DEUTSCHLAND, Bayern: Bayrische Alpen, Partnachklamm hinter Garmisch-Partenkirchen.",,,116384,,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Usnea,florida,,,,,,,,,,Usnea florida (L.) Hoffm.,,,,PARMELIACEAE,LICHENES,"Bayern: Bayrische Alpen, Partnachklamm hinter Garmisch-Partenkirchen.",
B 60 0132218,,Usnea,florida,Usnea florida,J. Futschig,,F. Pusch,,,,29-May,1938,51.095168,9.108533,,Keep,"DEUTSCHLAND, Hessen: Talgraben in the protected area ""Sondertal und Talgraben bei Bad Wildungen"" near Bad Wildungen.",on Alnus,,85044,,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,"Hessen: Talgraben in the protected area ""Sondertal und Talgraben bei Bad Wildungen"" near Bad Wildungen.",
B 60 0091148,,Usnea,florida,Usnea florida,V. Wirth,1993,O. Behr,,1890,,4. Juli,1948,,,cannot find,Drop,"DEUTSCHLAND, Hessen: Krs. Erbach-Odenwald, Weihengesäß.",An Fraxinus auf einer Waldwiese.,Mansfeld nr. 1001,100653,,Usnea ceratina Ach. det. Klement,GERMANY,,,,,,,,,,,,,,,,,,,,,,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,"Hessen: Krs. Erbach-Odenwald, Weihengesäß.",
,,Usnea,florida,Usnea florida,,,O. Behr,,2489,,15. Aug.,1948,50.109657,10.32107,,Keep,"DEUTSCHLAND, HESSEN. Krs. Erbach-Odenwald. Hesselbach. Alt. 300 m.",An Fraxinus.,,22255,,,GERMANY,,,,,,,,,,,,,,,,,,,,,300 m,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,HESSEN. Krs. Erbach-Odenwald. Hesselbach.,
B 60 0091153,,Usnea,florida,Usnea florida,V. Wirth,1993,Otto Behr,,4749,,1. Mai,1951,49.647163,9.083063,,Keep,"DEUTSCHLAND, Hessen: Krs. Erbach-Odenwald, Würzberg, Wegrand im Walde. Alt. 500 m.",Betula-Zweige.,,100678,,"Usnea ceratina Ach., det. O. Klement",GERMANY,,,,,,,,,,,,,,,,,,,,,500 m,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,"Hessen: Krs. Erbach-Odenwald, Würzberg, Wegrand im Walde.",
,,Usnea,florida,Usnea florida ssp. floridula Mot.,,,V. J. Grummann,,3210,,26-Jul,1951,47.484164,10.357287,,Keep,"DEUTSCHLAND, Bayern: Allgäuer Alpen, Imberger Horn. Alt. c. 1600 m.",Picea.,,118059,,,GERMANY,,,,,,,,,10,E,47,N,"21,4","29,0",,,,,,,c. 1600 m,Usnea,florida,,,,,,,,,,Usnea florida ssp. floridula Mot.,,,,PARMELIACEAE,LICHENES,"Bayern: Allgäuer Alpen, Imberger Horn.",
B 60 0091145,,Usnea,florida,Usnea florida,V. Wirth,1993,O. Behr,,8086,,5. Aug.,1954,49.97143,9.534582,,Keep,"DEUTSCHLAND, Bayern: Spessart. Rechtenbachtal: Mischwald. Alt. 250 m.",Quercus.,,100695,,"Usnea ceratina Ach., det. Klement",GERMANY,,,,,,,,,,,,,,,,,,,,,250 m,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,Bayern: Spessart. Rechtenbachtal: Mischwald.,
B 60 0091154,,Usnea,florida,Usnea florida,V. Wirth,1993,O. Behr,,8119,,5. Aug.,1954,49.974728,9.520194,,Keep,"DEUTSCHLAND, Bayern: Spessart. Rechtenbachtal: Mischwald. Alt. 300 m.",Quercus.,,100697,,"Usnea ceratina Ach., det. Klement",GERMANY,,,,,,,,,,,,,,,,,,,,,300 m,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,Bayern: Spessart. Rechtenbachtal: Mischwald.,
B 60 0141457,,Usnea,florida,Usnea florida,,,H. Breuer,,6,,15. Okt.,1954,49.845674,6.457255,put in Irrel,Keep,"DEUTSCHLAND, Rheinland-Pfalz: Kr. Bitburg, Irrel, Güntherhof.",,,97768,,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,"Rheinland-Pfalz: Kr. Bitburg, Irrel, Güntherhof.",
B 60 0174714,,Usnea,florida,Usnea florida (L.) Wigg.,,,H. Reznik,,,,März,1959,48.696757,8.135231,Used Bühl,Keep,"GERMANY, Baden-Württemberg: Nordschwarzwald, Weißtannen im oberen Bühlott-Tal [bei Bühl im Landkreis Rastatt].",,,178785,,"Usnea comosa (Sach.) Röhl., det. O. Klement",GERMANY,,,,,,,,c.,8,E,48,N,11,39,,,0,,,,,Usnea,florida,,,,,,,,,,Usnea florida (L.) Wigg.,,,,PARMELIACEAE,LICHENES,"GERMANY, Baden-Württemberg: Nordschwarzwald, Weißtannen im oberen Bühlott-Tal [bei Bühl im Landkreis Rastatt].",
B 60 0158215,,Usnea,florida,Usnea florida (L.) Wigg. f. pseudostrigosa Mot.,O. Klement,,H. Reznik,,1358,,28 nov.,1960,48.634996,8.447657,,Keep,"GERMANY, Baden-Württemberg: Nordschwarzwald, Gompelscheuer in Enztal valley.",Abies forest.,,179582,,,GERMANY,,,,,,,,c.,8,E,48,N,26,38,,,0,,,,,Usnea,florida,Wigg.,L.,f.,pseudostrigosa,,Mot.,,,,Usnea florida (L.) Wigg. f. pseudostrigosa Mot.,,,,PARMELIACEAE,LICHENES,"GERMANY, Baden-Württemberg: Nordschwarzwald, Gompelscheuer in Enztal valley.",
B 60 0174321,,Usnea,florida,Usnea florida,J.-P. Frahm,,J.-P. Frahm,,,,16. Okt.,1972,47.842335,8.319563,,Keep,"DEUTSCHLAND, Baden-Württemberg: Schwarzwald, Wutachschlucht bei der Rötenbachschlucht.",an Picea und Acer.,,115149,,,GERMANY,,,,,,,,,,,,,,,,,,,,,,Usnea,florida,,,,,,,,,,Usnea florida,,,,PARMELIACEAE,LICHENES,"Baden-Württemberg: Schwarzwald, Wutachschlucht bei der Rötenbachschlucht.",
B 60 0192535,,Usnea,florida,Usnea florida,H. Sipman,2013,C. Daute,,,,27-Jul,2013,47.468331,11.118749,,Keep,"GERMANY, Bayern: Partnachklamm near Garmisch-Partenkirchen.",,,186205,,,GERMANY,,,,,,,,,11,E,47,N,"07,05","28,27",,,0,,,,,,,,,,,,,,,0,,,,,,,,0
